date_id,precipitation,temp_max,temp_min,wind,humidity,pressure,solar_radiation,visibility,weather_id,cloudiness_id,estacion_id
7141,2.3127708144,5.7532511389,1.2533285440,5.5337942211,80.7394977121,998.2084369693,498.7713786379,1.3147094140,4,1,3
7142,11.2755799408,27.1484867119,13.0946642864,2.9559526606,71.6924390894,1029.5216521250,821.0299197614,19.8083470485,2,2,3
7143,29.1839967560,17.0666782403,2.5862213107,5.3850965790,40.0990852278,1016.3506981350,1146.9852958275,3.0420417086,3,2,3
7144,10.3124143528,9.4391760176,-4.7741759444,9.3627309103,84.7020015570,1022.3828912951,883.4139265918,13.4387176233,1,2,3
7145,16.1313283707,24.7865694372,7.9474034150,8.7179838915,92.5605571892,1042.1014491751,1070.9245598317,0.4121714849,1,2,3
7146,27.2898012283,17.0579728246,2.9645047467,5.4594454000,97.9093047039,996.3588088494,493.0000280456,3.7311540279,4,1,3
7147,13.1330033737,8.9254153303,5.5817416685,1.6622143026,86.9192352230,1024.6622877722,1158.1301920242,15.2017045237,2,2,3
7148,14.7484796486,2.3580430219,-0.7665389123,7.2578756084,57.7097614430,983.1759548234,890.9764438433,8.2892294950,1,2,3
7149,28.4377258020,17.7226902226,2.9645047467,5.2965620274,69.3420266626,1043.5575707464,227.3878879541,17.1858038032,3,1,3
7150,34.5170957633,8.1557973526,-2.6356513924,4.6711510620,71.7070436141,1038.1070368969,1105.5187709919,18.2596873326,2,2,3
7151,13.2667788755,5.2957644654,1.6251368464,5.1325175251,67.3159892576,1007.0745904878,990.6341144948,5.0670354509,1,2,3
7152,50.9058121563,18.8383996988,-4.3643818276,9.1526700189,39.2901389191,988.7154151171,212.9281538243,18.4770280195,1,1,3
7153,28.4377258020,17.7226902226,2.7572802206,5.1702725004,36.4120567898,1020.4380177875,973.0115182522,17.6375655680,3,2,3
7154,28.4377258020,17.7226902226,2.7572802206,5.1702725004,71.2435324786,986.3633616791,1107.5997307965,4.0174893856,3,2,3
7155,27.6914548480,3.8801894006,2.5862213107,4.3941770715,96.9820150431,1005.5259356598,471.1797136127,0.1318813681,2,1,3
7156,38.6493287463,7.3196942773,-6.9554381312,6.5499130267,39.3877299582,991.9584074337,593.3781269385,14.8472696720,1,1,3
7157,44.2994786927,7.0121157837,2.7633963579,9.1265546692,73.5622532347,1027.0866802337,804.5377928846,15.6635605295,1,2,3
7158,9.1419297647,10.1985037549,7.6736656533,7.5419917629,59.7061723390,1048.6709533605,352.5436375153,19.4621544493,3,1,3
7159,33.1269397797,27.9841688304,-2.0197598131,8.9614908337,62.8839388149,995.4089501345,876.0938118285,18.4849243666,1,2,3
7160,24.3704432993,17.3224074124,4.2459350245,5.2965620274,41.5061269312,984.8669578662,566.0347498154,15.7447393915,3,1,3
7161,35.4885448232,8.8157005589,5.3268313342,8.0003939577,91.1938044668,1021.4332508743,119.0219237423,3.4585674280,1,1,3
7162,44.0224719932,29.1912367257,-0.2860212693,3.3965710128,74.7759535832,1027.0425265118,562.2311533817,10.8448968111,2,1,3
7163,22.5987864283,17.0358669613,3.4385849226,5.2965620274,61.6842611301,1036.7013389635,866.6417039289,10.5644830838,3,2,3
7164,32.1426010196,32.6928313778,13.5587721811,9.1141575658,50.2571858464,1030.3034428924,423.3176522400,8.3259355588,1,1,3
7165,40.1571889074,33.4504606411,6.5838563617,5.3850965790,56.8767946820,1007.6175157911,667.6763038184,8.6389522518,1,1,3
7166,9.3684805356,26.5859767903,11.6453064807,0.4461214433,80.8293353717,988.4805641545,177.3453022609,13.5734008632,3,3,3
7167,43.3103915162,1.9829679138,0.4754196930,1.7472126697,87.3760274292,1048.2858138275,1009.2842638303,11.3271940657,2,2,3
7168,26.2790552365,19.9757505451,-6.1077023771,8.7615366971,38.0994697666,982.7351300692,50.8334746898,8.5846618933,1,1,3
7169,4.0442709060,24.0527762625,16.1439289955,3.7138178288,90.8479127449,1016.8737741591,899.8937230952,6.9925133174,3,2,3
7170,50.1819538754,17.5781365846,1.1126845693,1.2687249583,76.8699789410,1017.5519066093,733.7078790409,10.5344041944,2,1,3
7171,36.9586847962,25.3902135123,0.1591254941,3.0364086690,70.9194846854,1033.4054317760,678.4091595810,16.2337772627,2,1,3
7172,52.9709463099,15.0421045994,-5.0778299241,7.4408273385,33.5595285923,1048.7674731988,169.9197055194,5.8161181765,1,1,3
7173,22.8801527493,35.4208462800,5.9785292237,2.7223077787,92.1041824568,1042.3748691946,711.1608210919,17.7118147712,2,1,3
7174,19.1779714767,10.8319375815,9.0251338068,1.2837162926,90.1206316665,1012.7836228123,597.7501564515,18.4100582200,2,1,3
7175,37.8385990675,32.3086198843,11.8223307919,8.4253704701,50.2614247603,1043.7737451247,1141.8251247096,11.7370593970,1,2,3
7176,38.3933815373,31.6837454438,2.0006313840,2.5411990534,45.1182499970,1026.6141733391,453.4510281407,1.0964428354,2,1,3
7177,7.3989177218,25.1071626081,-1.5250979317,8.9264397789,79.8570161844,1024.2112431204,424.7124812458,11.9625350831,3,1,3
7178,2.6834673621,20.6031213668,12.1818606076,2.8578491553,97.0190549391,1021.9670677455,1101.0990267378,18.9514394792,3,2,3
7179,22.5987864283,15.7244931969,3.0439232313,5.2798193621,54.2576543832,995.9100599884,882.3850267390,4.2894951080,3,2,3
7180,6.9235466481,22.6770966562,9.0379166935,2.6053747703,73.8535547726,998.3887096392,366.4756943572,15.9591698809,3,1,3
7181,23.7536630278,16.2941174890,2.8428148424,5.3683539137,70.9131687819,1013.8058236356,717.9688200764,13.2415366687,3,1,3
7182,48.2324550145,17.0666782403,7.4877485675,6.9706178405,75.2330253788,1047.0833710145,470.9449824814,12.4743821069,1,1,3
7183,10.1116558136,11.6625389820,-1.8643327810,1.0185224983,84.6074769174,1047.4738767915,198.8616568003,15.3012706749,2,1,3
7184,25.4531142714,16.2941174890,2.7572802206,5.3683539137,39.2583668988,994.3514036821,1071.8097783035,18.0480974951,3,2,4
7185,11.9406553112,10.1545406189,6.8460990957,5.2080274758,62.2092917849,999.0545030202,467.6408394770,12.2740895532,1,1,4
7186,27.4192233760,16.9107781055,2.8428148424,5.2466701700,49.9890341544,1037.4102361583,463.4044915603,11.1441233825,3,1,4
7187,18.8181778478,2.7584323063,-1.2575522706,3.9947664892,88.2608145638,1035.0379140184,119.7062645286,14.8329028821,2,1,4
7188,27.6914548480,17.0666782403,2.7633963579,5.2853128643,41.2755516036,1003.7489791470,136.4414390188,2.6389755584,3,1,4
7189,50.7297535759,30.9518439042,7.8778920534,7.0312234582,58.0224043551,985.2920227526,31.4350524340,18.9830875714,1,1,4
7190,27.6914548480,17.0666782403,2.7633963579,5.2853128643,45.1851682923,1013.1923509991,809.8527367983,19.9958592253,3,2,4
7191,0.7344585155,27.1650008498,9.1459208985,1.2775526031,89.7393246248,1018.6054302379,56.6258651460,5.7288153451,5,1,4
7192,0.7072950460,31.7861240407,9.9194139478,1.6922838331,50.3185422080,1016.9505214672,502.8399597856,7.4519450241,5,1,4
7193,16.8961761408,4.6604426862,-0.3300774552,9.3308254664,79.5716552362,983.5547889155,19.2279238752,7.7383875083,1,3,4
7194,27.6914548480,17.0666782403,2.7511640834,5.2853128643,59.8549197541,1046.1730647920,836.9272885970,15.1956120000,3,2,4
7195,6.9156300074,31.0559765035,7.0308407368,8.2673468301,68.3181374255,1037.3335578500,980.4646380804,3.6595446941,3,2,4
7196,22.0610637146,10.0234063196,3.4332230513,6.4325451792,33.6944082729,1038.5811789636,496.5433162617,6.0285685639,1,1,4
7197,2.0401624175,19.9923400451,2.7511640834,4.1049596710,78.2194333757,1035.3007693671,197.3952266089,15.3222405944,3,1,4
7198,43.8025388240,34.6775264716,-0.3471470076,7.0122930920,95.9146101359,994.4913682804,784.2730322845,17.8753684618,1,1,4
7199,37.9083684956,17.8672438606,12.4438663100,3.1577304145,97.7501035955,1046.2689944025,902.2441884437,16.3966107511,2,2,4
7200,42.4109783384,30.1086312589,13.0358746177,3.9971836431,77.6646545266,1036.8252201682,172.1492775386,12.8473029677,2,1,4
7201,21.4222039636,25.1455217392,-4.3997968580,2.5001598794,36.3676106247,1049.7809147541,184.6333304110,16.7915128444,2,1,4
7202,31.9737113826,17.7226902226,2.7572802206,5.2036357146,91.9083443828,1016.4755403911,399.2080829608,2.6233345673,4,1,4
7203,27.1469919041,3.0578370515,-3.9718522647,6.1621066009,34.0265499908,982.7872883509,170.0695739462,14.0918020192,1,1,4
7204,31.3655615421,17.3224074124,2.8428148424,5.0918608568,81.7084111487,1034.1200847116,414.4020807486,12.8865702542,3,1,4
7205,31.8384974060,22.4497307501,6.9910955215,1.9391096844,64.9226887306,990.9655017761,6.6040602088,9.3906161148,2,1,4
7206,3.3136225082,9.7465551265,5.9164203755,9.1075545539,67.7494219772,1000.0291992543,791.7131426407,3.0496287854,3,1,4
7207,5.7269674239,0.6830705708,-1.2473516713,7.1926679819,77.8626436574,982.6504487105,902.2399182732,2.4074593186,3,2,4
7208,21.0744350680,14.9278213092,7.1137205829,0.9257238424,60.5357182782,1042.6845464730,670.3501431992,8.4395375670,2,1,4
7209,12.4893904562,8.0138384416,6.1139546832,7.4390935314,34.3656818559,1032.3964859251,907.0609993720,0.0992391293,1,2,4
7210,29.6183764646,17.7226902226,2.8366987051,5.0918608568,35.8169639473,1041.1710787321,366.5838984374,12.2241671312,3,1,4
7211,4.7313277139,4.1871573006,2.2658973606,8.2495233850,57.0753772466,980.5932837723,301.5520177363,16.7194978518,3,1,4
7212,19.0158734341,6.5757730365,2.9222333269,1.3373143153,63.8552811629,1006.1724875649,918.6282926416,7.3275435068,2,2,4
7213,53.1715904462,30.1938696241,2.3459793183,1.1186252574,73.7232786787,981.9781467858,551.8476700094,10.1562010798,2,3,4
7214,30.5156998568,17.7710930272,2.3688102522,5.1992439534,53.4430680961,993.6285941693,397.9590270270,8.2158892150,3,1,4
7215,28.7210530723,17.5781365846,2.3459793183,5.1992439534,77.5008170597,1042.3983085484,1016.9830551128,15.1238910502,3,2,4
7216,28.6278390559,17.0666782403,2.3459793183,5.1992439534,74.4204904516,1046.3478674236,849.2316220722,12.1028847042,3,2,4
7217,49.4287087299,-0.3137213260,-4.7702173236,8.6397141446,55.5165483221,1027.2486706456,1113.9324704467,18.0286741786,1,2,4
7218,28.7210530723,17.0666782403,2.3213350687,5.2080274758,60.3286554617,1024.3609095877,62.3951741497,3.4677814105,3,1,4
7219,52.2848208549,33.3854427071,10.1815879434,3.4599298577,83.9821486462,1026.0559812719,1094.2810888959,7.1509942689,2,2,4
7220,14.2147887676,13.2526728486,11.4275363696,3.0173180915,58.1977282073,991.6250668457,670.1961924181,12.8942831264,2,1,4
7221,29.6369056595,15.3288669929,2.2936162147,5.2036357146,93.3606836828,993.4337947811,175.9849899785,1.2848424939,4,1,4
7222,54.9224591995,15.6156293864,10.0394667032,7.1561061816,39.1006524450,1022.6576468261,441.9071002363,10.6630846522,1,1,4
7223,28.7395822673,15.2717253478,2.3336571935,5.2466701700,93.6687650771,1033.2716274982,430.2333098025,17.5237455147,3,1,4
7224,48.5839963721,16.7548779707,12.2243496102,5.3516112485,94.7420939031,1000.2241381901,340.8493908520,10.6147668339,1,1,4
7225,0.5876883963,7.3634649260,0.2254652085,1.9928591188,37.1592223340,984.7224651702,998.7042406536,11.3863415861,3,2,4
7226,39.5047252957,25.3856763160,-2.9801733361,4.9844777602,71.1398796260,1018.2522253559,436.7246296728,3.3132108946,2,1,4
7227,28.7210530723,6.7335882607,2.3688102522,5.4096849676,78.9217217191,1006.4665300873,462.0417682001,4.1146443277,1,1,4
7228,32.3406820212,2.4460711475,1.1542933000,9.1901388207,92.0493629520,1036.2104530365,1016.2136004407,15.4464809655,1,2,4
7229,41.1265820006,6.6058179240,2.1884272121,7.5465088715,59.6117348866,1016.8521544832,1123.5507242792,10.3588085643,1,2,4
7230,24.6271733062,22.9279114875,-3.6722828243,6.2152486701,70.1749569844,1035.9731690670,610.9294738459,4.0707826819,1,1,4
7231,1.5446998570,10.3203306559,0.1721043647,5.4873209140,48.9087079338,985.5141374442,332.8861907669,13.0764255401,3,1,4
7232,23.2213744748,13.0743037249,-0.2563078087,6.2833233388,65.4920937589,1030.5722009133,120.0001942566,3.9374833205,1,1,4
7233,55.8484790908,31.8024821111,8.8668898460,5.2853128643,47.9468255506,1035.8901570398,28.8355269235,17.2712120090,1,1,4
7234,39.3916913213,19.1702865616,8.5613332387,0.8111444152,96.9578773875,1019.8237196786,151.2741368133,1.1763717818,2,1,4
7235,36.0800252551,24.7471118440,15.1196243665,4.0745036289,64.2573703977,1046.5134686390,596.3259820349,16.3188970426,2,1,4
7236,40.8656848478,25.1309983209,9.3059834939,5.1992439534,45.1598293223,1015.9752000794,554.1009061051,14.3983281014,1,1,4
7237,29.1551929122,13.3123779593,2.2936162147,5.0918608568,58.3783280151,996.8393734749,1130.5668526443,5.0909026767,3,2,4
7238,34.8473953130,20.8768202622,10.5801162901,4.8629441614,94.7156267922,985.6118493596,636.7190088844,9.0757730608,2,3,4
7239,30.5156998568,35.3815447906,7.9547115815,8.6692326229,67.5577607080,1033.0866527266,809.5934213730,7.5592611834,1,2,4
7240,48.0389869052,4.6070141354,1.5787307152,8.6611793349,75.9117542076,1005.3516886099,1155.9554405504,5.6599787175,1,2,4
7241,15.8320538926,13.3720830700,0.6253589176,0.9446980165,65.9699833892,992.7991562569,1173.1971002152,11.5602414604,2,2,4
7242,29.5522743621,13.2526728486,2.2555312950,5.1992439534,35.7943592524,1021.6345855268,467.9545072634,11.4179522638,3,1,4
7243,47.0432130264,4.0512067787,-4.1192005221,1.5843087476,33.1953503951,1040.0835040110,400.5672573016,0.4164853359,2,1,4
7244,16.9943441643,23.5048135986,-4.8590261944,6.3675865560,82.5386873772,1035.1179290861,110.2578097636,16.1079964243,1,1,4
7245,43.1521889098,22.3643437260,3.9476797229,2.8912182240,74.6619979751,1031.3174578501,838.0155471924,3.6870677487,2,2,4
7246,32.1089253592,13.0431011140,-2.0810793684,0.8192630780,41.6388925537,1045.1639880612,478.2034270584,11.8465421267,2,1,4
7247,52.0523887092,28.7321905020,-2.7820293129,1.2988181265,54.4930722421,1042.2753173994,465.2452058116,18.1672877902,2,1,4
7248,50.0903341781,22.2673998588,17.1977910312,4.8123051185,39.0071463151,1023.4984618634,420.4117561696,15.1681298692,2,1,4
7249,11.3247027632,7.9579873708,6.8161541837,3.2916443982,32.8655142883,1037.5938997850,243.1851134888,16.6205894046,2,1,4
7250,11.0200387514,5.2592433096,0.3666395679,6.9528625037,34.9762388588,1014.8013933301,680.7836153591,19.3747569573,1,1,4
7251,33.5964761529,-0.4769186208,-2.4901690670,7.3619677177,50.8590943140,1045.0974085000,942.4076819139,4.4604902060,1,2,4
7252,30.7041627675,11.5733287365,2.2936162147,4.9237109608,62.7467286535,1021.1983765651,695.5539766599,19.0804191089,3,1,4
7253,30.8926256783,10.9366455561,6.9860866053,0.7832981179,44.1515266137,1016.6063845128,1099.0480674192,14.4347362684,2,2,4
7254,30.7041627675,12.4832456033,2.2936162147,4.9237109608,43.9135799498,1028.0646900028,176.4409569053,19.5619710554,3,1,4
7255,26.6285824124,11.2232673805,-2.7733503000,6.6005360464,57.4395715560,1019.8823829134,924.4114418539,8.8864088242,1,2,4
7256,17.7518506256,5.3781682541,0.8049187042,7.9598003278,52.4778391115,1018.8557709933,787.7843666376,3.2976347667,1,1,4
7257,28.6278390559,7.7626084566,2.3213350687,8.3970344226,93.8438773657,991.3342711499,707.6764988209,16.7980748326,1,1,4
7258,23.7853283268,22.7445142164,9.0279368184,4.4327860914,89.8925230148,1013.5528954001,54.4335849884,13.2229895328,2,1,4
7259,30.8926256783,13.0743037249,2.3213350687,4.8629441614,45.6652386808,996.5374492495,380.8111598525,17.8603348676,3,1,4
7260,45.2757407763,19.5888369509,-4.3924349568,7.8870916406,49.9242258029,993.1532371480,654.2710264781,18.9268946809,1,1,4
7261,41.7513439354,31.0202809455,-1.6219710265,7.4557029959,33.3497908351,998.3457088164,726.3213252470,0.3697430562,1,1,4
7262,53.4663583680,1.6554845351,0.0758298994,4.5268095734,42.3298118373,1029.1096806159,604.9272295575,8.4637282233,2,1,4
7263,32.1089253592,15.6156293864,2.2555312950,4.9163590759,85.9557010454,998.9950450725,929.8796193895,18.5440196368,3,2,4
7264,42.9033964808,17.7710930272,-0.8879360296,7.0146196655,73.2749237133,1030.5427776450,1129.2714685869,1.7108079962,1,2,4
7265,4.5627446420,2.4931219220,2.2555312950,8.9191063382,40.7820078347,1022.2728690185,310.0812654042,14.3070473675,3,1,4
7266,28.0563582188,8.6305594988,4.1878752314,7.9258068227,45.0736341866,1044.1143170763,891.4949991118,19.9725222292,1,2,4
7267,28.7581114622,22.5324228350,-2.5935005149,7.4428527532,41.7352962478,1040.7913215946,1151.4921696256,9.3233656438,1,2,4
7268,34.6898801949,1.1142025716,-1.9561369206,1.3046420791,45.4496336343,1012.0168372364,967.2686075410,2.7502551888,2,2,4
7269,30.8926256783,16.0755065641,2.3213350687,4.9844777602,79.7983193751,1011.9504517399,354.2907165230,3.7193145191,3,1,4
7270,53.7859424713,-0.2853704648,-3.8550068307,1.9065375533,58.8199354911,1019.5583188197,835.3839445322,0.4758503480,2,2,4
7271,37.2877225960,2.2892790197,-2.4022234391,4.0456536088,37.1803156451,1023.3570016718,589.0795849279,6.1570118135,2,1,4
7272,54.6230672296,7.5156088175,4.9593792513,7.8845084477,33.4181835676,987.2669728776,17.6465699215,11.1670003546,1,1,4
7273,12.0875103537,33.6895766739,-2.4027815827,9.2996934139,67.4666139683,1043.9069405744,292.0269136946,6.2455732891,1,1,4
7274,22.0917343150,20.6990476091,11.0438345691,0.6955740382,30.7506628264,1030.5495319090,1060.7736547290,3.0680306237,2,2,4
7275,31.6865105416,16.0755065641,1.5787307152,5.1992439534,51.2001176958,1000.1103632020,863.3452943859,12.1972666964,3,2,1
7276,25.6941728090,28.0028768213,-2.6627097764,9.0714313558,93.2306082265,997.2127354336,273.2948763218,14.3435317662,1,1,1
7277,42.5820168476,4.6523905182,4.1909823863,4.5503085057,98.6888152611,1048.1791932852,1154.9909813537,19.4047868720,2,2,1
7278,13.4257834735,30.5029735420,-1.1608616533,1.0072807878,76.1102790182,1027.6906249494,1117.5926346123,19.1687775211,2,2,1
7279,8.6884252968,10.0558880542,8.3718324217,3.2015069541,69.5885309740,1024.4569110319,158.3837159570,1.0643709238,3,1,1
7280,40.8362358508,6.6080939255,-0.3608898463,2.1921263776,38.4325871449,1015.3122773984,343.9960276913,7.5826446585,2,1,1
7281,18.7111689088,31.1842610101,5.4574287763,4.4526260214,93.9844451416,1046.1009682607,723.2411217399,19.1760180886,2,1,1
7282,44.3598384883,31.3501190642,4.4990613866,8.1573710184,74.5232439601,1021.9286674847,229.9746257010,15.2639551039,1,1,1
7283,29.5522743621,-0.6125086305,-1.5069931251,1.1084859113,77.1619329262,1029.2349285997,76.3225214869,6.0219491758,2,1,1
7284,18.1737586372,22.3909432941,-0.5032813765,5.3709201607,94.9207166836,1009.4058658549,1114.5638806949,9.6159295173,1,2,1
7285,1.6626859128,7.6691266528,4.8975502015,0.7806906056,95.7963248375,1035.4682300939,562.0973200677,4.4356696249,4,1,1
7286,30.3603229374,17.3285323585,1.2801375309,4.8629441614,95.1926687403,984.9278808094,1146.7918622348,10.7868342762,3,2,1
7287,45.4759789877,7.7471462360,4.7158267229,1.0810975041,78.5378747541,982.6238882891,1012.9394329670,5.5896581906,2,2,1
7288,30.0578953530,17.5498126928,0.7151388109,4.8896516186,98.1477818049,1029.2472524923,476.2522778907,5.8296884697,3,1,1
7289,3.8677945919,-0.5631679993,-5.3225876631,6.5602275465,48.6176929917,1023.7137465189,1085.5659152334,6.6491211335,3,2,1
7290,30.0578953530,14.7237948171,0.4959992427,4.9746453124,66.9336674101,997.9019016659,339.2128898027,0.6673212484,3,1,1
7291,47.2043465201,30.3223996628,-1.4949356078,3.8271063402,92.9656716573,1046.4117184292,775.8097988003,17.4968219183,2,1,1
7292,30.0578953530,16.7020194613,0.5857791360,4.9746453124,73.4078485916,1008.6730635596,98.2066105291,0.4965235574,3,1,1
7293,41.5869122204,7.9751627891,4.9798280468,3.2628627679,51.9608483771,1019.0308637240,1099.6976300051,10.7898846844,2,2,1
7294,40.2572070554,16.0755065641,10.6181511473,0.4221399022,73.8345955811,1035.9299893376,151.7505756492,1.8198022755,2,1,1
7295,14.0484464754,35.3349058105,15.3898826494,8.8849948900,82.6505578346,1032.3081423012,135.8232124478,14.8300367671,1,1,1
7296,30.3603229374,10.0178916140,5.8052234712,4.3737596511,53.5456978996,1033.1426994790,404.0420149192,13.0007052567,2,1,1
7297,31.8261914214,11.9233900925,6.9782930058,1.3922251443,32.6282431421,1035.2645699637,593.8705104453,0.1184261811,2,1,1
7298,30.0578953530,16.7020194613,1.7678344129,4.9746453124,96.2988513896,1041.4262657805,194.2485460785,7.8799012109,3,1,1
7299,30.0578953530,14.6504146258,1.0425281175,4.9746453124,77.9294531124,1010.8987749570,598.0888513859,1.0125531662,3,1,1
7300,29.7554677687,3.6015253649,-3.2476520235,2.1298567617,42.0734964338,988.4147324043,665.0194409643,10.5554131267,2,1,1
7301,16.4426933763,8.9153677742,6.6760726835,7.2646484639,90.7881924424,1020.7124974237,872.3088528975,4.0149315900,1,2,1
7302,38.7696112851,31.7064649291,3.2638224658,4.6175255289,40.7166845089,990.4007365684,951.9218044939,10.6502188667,2,2,1
7303,29.7554677687,17.3285323585,1.2801375309,5.0329315490,72.3725719961,1030.0267846989,1156.6783900701,5.6323141429,3,2,1
7304,4.3280248742,32.0803256075,-1.6010774513,9.2510624094,47.8610860137,1009.3524373493,466.5496402736,7.3525836716,3,1,1
7305,16.5231160762,30.0724074025,-6.9317128597,3.7328997679,45.7491213071,1030.3850244607,1025.9681633025,6.5286217121,2,2,1
7306,19.3393179929,8.8821111651,8.3160809669,4.0274945590,71.0788073353,982.6587578964,519.8953482548,17.4174527676,2,3,1
7307,37.4571766150,24.1051770428,3.9715116590,4.9163590759,79.9781852476,982.3966754379,521.7744335877,14.3409331086,2,3,1
7308,33.9327006224,32.7375383047,14.2384811430,4.5206888629,35.0748202811,1041.7004772890,89.9491221807,16.5725802797,2,1,1
7309,9.1376349440,27.2930081076,16.8723979631,5.1419952813,66.4547647071,1027.3266582282,481.3905199716,15.1154399296,3,1,1
7310,43.4006865332,27.1154131638,-5.7050244362,5.2650394672,59.0582503967,992.7156527861,1012.7541696602,2.3919109844,1,2,1
7311,30.4564543164,16.7020194613,1.7678344129,4.7925213783,73.9089327788,996.7195348212,519.2782907597,2.0776326476,3,1,1
7312,20.5861470001,26.5424048575,12.1403498249,9.1990964685,36.3342267571,1047.9871441624,222.4456785867,16.3902208785,1,1,1
7313,53.2872442237,33.7889550085,-3.1338183655,5.8549494704,65.8481099017,1021.6630973498,67.2830073021,19.7928538410,1,1,1
7314,48.4421627925,18.1275222659,2.7694330617,2.8096619654,57.6180112876,1020.5470225785,104.4871935671,15.6470237046,2,1,1
7315,27.8808673099,34.2484756827,7.4555916562,0.8714965781,81.5603357139,1040.7925991084,249.5242846973,19.3685968058,2,1,1
7316,22.4855107747,26.4842745231,18.0352151299,5.5262532224,46.4924542841,1023.2226639227,568.5122999410,10.8334583281,1,1,1
7317,39.7985785694,23.0033054435,1.2801375309,6.2507679472,40.4421024131,1029.0887530204,121.8261310930,16.7709363553,1,1,1
7318,18.0205578479,10.8549918032,4.1364402137,9.1439369191,58.1855397437,1011.6357466980,1011.6466775865,4.7257157250,1,2,1
7319,7.6630001603,12.6734739681,-1.9851945081,8.7289635873,95.2180696410,1041.8912916951,99.4923265697,1.7288260305,4,1,1
7320,31.6865105416,0.4867401662,-0.4534949994,5.3752262049,50.2599635981,1042.6146911953,1007.4821205613,16.7904749478,1,2,1
7321,0.1813768260,25.0896346628,2.5209126509,9.1185961915,85.9776682517,1049.0405210234,1010.4612376886,18.9017017135,5,2,1
7322,55.8670230630,-1.0446353058,-2.0788157043,5.2478173117,82.2730590805,1024.4959144929,1074.2246889558,10.1686836375,1,2,1
7323,32.8349320827,21.6059426786,4.0287426182,3.6921728208,75.8862181454,1010.7437397539,554.2112141599,6.3960886945,2,1,1
7324,53.5163117340,1.9597521943,-3.3846407282,8.8955668350,30.7501409958,995.8620756288,793.8438757510,12.4956575291,1,1,1
7325,42.3915275226,29.2626853903,-3.6189843389,5.3689793572,80.9880658147,1000.3890164298,790.5657480059,6.0905425209,1,1,1
7326,23.5233021100,6.5267524772,4.1721287274,2.1584175563,79.2020535704,1036.9814367600,1008.2461922526,4.4672696988,2,2,1
7327,33.3039523188,26.1943919970,14.5956920909,6.3477030953,72.6922489745,1049.9847202159,583.4252097657,5.8316569077,1,1,1
7328,1.9103810838,17.3285323585,-1.0203599407,3.8867297327,43.3535255560,1002.8798664920,1062.0080373549,4.4903348223,3,2,1
7329,23.1890697719,28.5195232540,-4.6317830848,8.0710725779,42.8166882682,1046.5587799750,594.1817688869,16.6921402341,1,1,1
7330,19.3615433657,12.4778662976,-6.8098415241,6.0030298489,87.6323468084,1019.7722474445,774.3571141174,11.2073969083,1,1,1
7331,50.4098149169,-0.1053679209,-0.6001373430,3.6218846605,84.4109557178,1021.8487457959,930.6226318798,10.9288917864,2,2,1
7332,46.9789685217,33.2928636504,12.4969381525,8.9538508540,66.8014561246,1012.6370411426,566.2993351777,14.2954924773,1,1,1
7333,9.0132498341,2.1685813534,0.1797062157,4.6686836807,69.6478062358,1016.7527811100,180.7616156328,6.1571818011,3,1,1
7334,27.8144426013,20.0850109621,-3.0491587932,4.0907183136,32.4535754286,980.2802366872,16.2572628186,16.7835357889,2,1,1
7335,12.3852287662,27.8468059874,-5.8692891591,1.2248286251,34.0087558879,1021.7991750465,183.0708371808,13.8905041939,2,1,1
7336,11.2498135279,12.2542865040,7.6847369901,0.8339419858,81.4623135131,991.3428848547,679.7998807178,1.0180325094,2,1,1
7337,35.6771856497,23.3178134865,-1.9227206160,5.0329315490,54.0653989207,1019.7980400275,1178.1768955988,1.6302138495,1,2,1
7338,22.4230926688,32.9809048467,-7.0925232202,6.8504369847,49.9882528492,983.4418453796,1086.6542008650,11.7664930840,1,2,1
7339,34.8086118697,11.5342295202,10.0448625078,7.3347289951,58.9598296499,1021.7443043043,237.8470618264,13.5422115625,1,1,1
7340,31.7000119380,5.1221879026,-0.6017945122,9.4511126109,89.5626275089,1002.1975729045,659.2772519039,16.1320190823,1,1,1
7341,25.9992554443,8.9574791019,3.5271466510,5.2237454407,36.5509563369,1044.8981744567,506.9390282631,9.1827112118,1,1,1
7342,52.4053254044,27.5327807958,12.6174855182,2.1221461344,57.4599128446,997.8322328786,807.8249843038,18.5386925258,2,2,1
7343,22.5362861927,13.2253226874,-5.1954792066,4.1735592329,72.8341007712,1010.9506259969,420.7228127257,17.4722535695,2,1,1
7344,50.0597806020,22.3971374335,5.7180887412,3.6997266001,35.9821393238,1044.6953306475,733.4216788676,2.4928176212,2,1,1
7345,37.5035315504,30.3557480242,-0.7438800231,3.9206412778,45.6427117134,1010.1582391874,289.9723462465,14.5283598344,2,1,1
7346,42.9489663088,22.2199442714,13.1497241159,5.2252223305,84.4176786331,987.0613700795,1171.6951568405,9.1222951766,1,2,1
7347,30.6796971204,18.7832440660,2.7694330617,5.1419952813,72.0162793710,1017.6821492320,267.2823425789,11.6384866123,3,1,1
7348,38.9386551923,12.6920301247,11.6215951652,1.1716773618,88.3037345986,1020.1628217636,751.4169832533,0.1328434067,2,1,1
7349,33.6022299695,11.6956727208,-1.4183120645,0.8901920147,53.9368549704,1028.6160020221,543.7424872891,9.3034333225,2,1,1
7350,23.2621301337,33.9478999785,14.6699635848,7.6019817432,89.2885129918,994.6137518098,496.8167830417,8.2651149947,1,1,1
